"시도별",2015. 01,2015. 02,2015. 03,2015. 04,2015. 05,2015. 06,2015. 07,2015. 08,2015. 09,2015. 10,2015. 11,2015. 12,2016. 01,2016. 02,2016. 03,2016. 04,2016. 05,2016. 06,2016. 07,2016. 08,2016. 09,2016. 10,2016. 11,2016. 12,2017. 01,2017. 02,2017. 03,2017. 04,2017. 05,2017. 06,2017. 07,2017. 08,2017. 09,2017. 10,2017. 11,2017. 12,2018. 01,2018. 02,2018. 03,2018. 04,2018. 05,2018. 06,2018. 07,2018. 08,2018. 09,2018. 10,2018. 11,2018. 12,2019. 01,2019. 02,2019. 03,2019. 04,2019. 05,2019. 06,2019. 07,2019. 08,2019. 09,2019. 10,2019. 11,2019. 12,2020. 01,2020. 02,2020. 03
"서울특별시",99.49,99.56,99.47,99.63,99.82,99.83,100.26,100.51,100.36,100.33,100.18,100.55,100.63,101.03,100.71,100.88,100.92,100.87,100.76,101.15,101.72,101.86,101.73,101.89,102.77,103.00,103.07,102.98,103.12,102.97,103.28,103.89,103.78,103.52,102.86,103.16,103.57,104.32,104.31,104.55,104.56,104.19,104.15,105.04,105.70,105.33,104.77,104.49,104.54,105.07,104.86,105.26,105.31,105.17,104.91,105.21,105.57,105.80,105.24,105.44,106.09,106.06,105.97
